id;Music;Hiphop, Rap;Raggae;Swing, Jazz;Movies;Comedy;Romantic;Sci-fi;War;Fantasy/Fairy tales;Documentary;Western;History;Psychology;Politics;Reading;Languages;Musical instruments;Writing;Sport;Celebrities;Science and technology;Theatre;Age;Gender;clusters
270;5.0;2.0;3.0;2.0;5.0;5.0;4.0;3.0;1.0;4.0;2.0;1.0;4.0;5.0;4.0;5.0;4.0;1.0;1.0;3.0;1.0;3.0;1.0;18.0;1;1
271;5.0;2.0;2.0;3.0;5.0;5.0;5.0;2.0;4.0;5.0;4.0;1.0;5.0;5.0;5.0;4.0;5.0;5.0;2.0;3.0;3.0;3.0;3.0;20.0;1;4
272;5.0;4.0;5.0;5.0;5.0;5.0;5.0;2.0;1.0;5.0;2.0;1.0;3.0;4.0;1.0;1.0;4.0;4.0;1.0;5.0;2.0;5.0;4.0;15.0;1;1
273;5.0;1.0;1.0;5.0;5.0;5.0;3.0;4.0;1.0;5.0;5.0;1.0;2.0;2.0;2.0;5.0;5.0;5.0;5.0;4.0;1.0;5.0;1.0;19.0;1;4
274;5.0;4.0;1.0;1.0;4.0;3.0;2.0;3.0;2.0;3.0;2.0;1.0;2.0;3.0;1.0;4.0;4.0;1.0;1.0;4.0;1.0;3.0;4.0;16.0;1;3
275;5.0;1.0;2.0;1.0;3.0;3.0;3.0;3.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0;2.0;3.0;2.0;19.0;0;5
276;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;3.0;4.0;5.0;3.0;5.0;3.0;3.0;5.0;5.0;3.0;2.0;4.0;3.0;3.0;5.0;18.0;1;4
277;2.0;3.0;3.0;3.0;5.0;4.0;3.0;4.0;5.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;2.0;1.0;15.0;0;5
278;5.0;2.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;4.0;2.0;3.0;5.0;5.0;4.0;5.0;3.0;5.0;4.0;20.0;0;2
279;5.0;2.0;1.0;1.0;4.0;4.0;1.0;2.0;5.0;4.0;3.0;2.0;4.0;2.0;2.0;2.0;3.0;1.0;1.0;3.0;4.0;4.0;3.0;20.0;0;3
280;5.0;3.0;2.0;1.0;4.0;5.0;4.0;3.0;2.0;3.0;3.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;4.0;4.0;3.0;2.0;20.0;1;1
281;5.0;3.0;3.0;4.0;5.0;5.0;5.0;3.0;4.0;5.0;3.0;2.0;3.0;5.0;4.0;5.0;5.0;1.0;3.0;1.0;4.0;3.0;5.0;18.0;1;4
282;5.0;2.0;3.0;2.0;5.0;5.0;2.0;3.0;4.0;5.0;3.0;4.0;5.0;2.0;3.0;1.0;4.0;4.0;3.0;3.0;4.0;4.0;3.0;20.0;0;2
283;5.0;5.0;2.0;3.0;5.0;5.0;4.0;2.0;3.0;3.0;3.0;4.0;4.0;5.0;2.0;4.0;4.0;4.0;2.0;4.0;3.0;3.0;3.0;16.0;1;3
284;5.0;1.0;3.0;3.0;4.0;5.0;5.0;2.0;3.0;5.0;5.0;1.0;5.0;2.0;5.0;3.0;3.0;5.0;1.0;5.0;3.0;2.0;2.0;18.0;1;1
285;5.0;1.0;1.0;1.0;3.0;5.0;4.0;2.0;2.0;3.0;5.0;1.0;2.0;4.0;3.0;1.0;3.0;3.0;1.0;4.0;3.0;5.0;2.0;20.0;0;5
286;5.0;2.0;3.0;3.0;5.0;5.0;5.0;3.0;2.0;4.0;3.0;2.0;1.0;2.0;2.0;2.0;3.0;2.0;1.0;1.0;4.0;2.0;3.0;18.0;1;3
287;5.0;5.0;5.0;2.0;4.0;4.0;3.0;3.0;4.0;4.0;5.0;2.0;5.0;3.0;3.0;3.0;4.0;3.0;2.0;5.0;2.0;5.0;2.0;19.0;0;2
288;5.0;2.0;3.0;3.0;5.0;5.0;5.0;4.0;5.0;3.0;4.0;2.0;4.0;4.0;4.0;1.0;3.0;1.0;1.0;3.0;3.0;1.0;2.0;19.0;1;3
289;5.0;5.0;4.0;3.0;5.0;5.0;3.0;3.0;3.0;4.0;5.0;1.0;3.0;3.0;1.0;5.0;4.0;1.0;3.0;2.0;5.0;4.0;3.0;20.0;1;1
290;5.0;2.0;4.0;3.0;5.0;5.0;5.0;4.0;5.0;3.0;3.0;3.0;1.0;5.0;4.0;1.0;5.0;1.0;1.0;5.0;1.0;1.0;3.0;18.0;0;5
291;5.0;4.0;2.0;2.0;5.0;4.0;4.0;2.0;4.0;5.0;3.0;1.0;3.0;2.0;2.0;1.0;3.0;1.0;1.0;3.0;5.0;3.0;2.0;17.0;1;3
292;5.0;3.0;2.0;3.0;5.0;5.0;3.0;4.0;2.0;4.0;4.0;1.0;4.0;3.0;2.0;1.0;5.0;1.0;1.0;4.0;4.0;3.0;5.0;22.0;1;1
293;5.0;5.0;1.0;5.0;5.0;5.0;3.0;3.0;5.0;2.0;2.0;5.0;2.0;3.0;2.0;4.0;3.0;3.0;4.0;5.0;3.0;4.0;3.0;17.0;0;5
294;4.0;2.0;3.0;1.0;5.0;5.0;5.0;1.0;2.0;5.0;3.0;2.0;3.0;3.0;2.0;5.0;3.0;1.0;4.0;3.0;1.0;3.0;4.0;22.0;1;4
295;5.0;3.0;2.0;3.0;4.0;5.0;5.0;3.0;2.0;5.0;3.0;3.0;5.0;3.0;3.0;5.0;3.0;5.0;4.0;5.0;2.0;3.0;3.0;16.0;1;4
296;5.0;2.0;2.0;4.0;5.0;5.0;2.0;1.0;5.0;3.0;4.0;1.0;4.0;4.0;3.0;5.0;5.0;1.0;1.0;2.0;2.0;3.0;4.0;24.0;1;4
297;5.0;4.0;4.0;4.0;5.0;5.0;3.0;4.0;5.0;3.0;4.0;2.0;5.0;2.0;2.0;2.0;2.0;4.0;2.0;5.0;2.0;5.0;5.0;17.0;0;2
298;5.0;3.0;3.0;3.0;5.0;5.0;3.0;4.0;1.0;3.0;5.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;5.0;1.0;17.0;0;5
299;5.0;5.0;2.0;2.0;5.0;5.0;1.0;2.0;5.0;5.0;5.0;3.0;3.0;3.0;4.0;1.0;1.0;1.0;1.0;5.0;4.0;5.0;2.0;17.0;0;5
300;5.0;1.0;3.0;3.0;5.0;5.0;5.0;1.0;3.0;5.0;5.0;1.0;5.0;2.0;5.0;3.0;3.0;5.0;1.0;5.0;3.0;2.0;2.0;18.0;1;1
301;5.0;3.0;3.0;2.0;4.0;4.0;4.0;4.0;5.0;3.0;5.0;1.0;5.0;3.0;4.0;5.0;4.0;2.0;5.0;1.0;2.0;4.0;2.0;18.0;1;3
302;5.0;5.0;1.0;1.0;5.0;5.0;1.0;4.0;5.0;1.0;4.0;5.0;3.0;3.0;2.0;1.0;3.0;3.0;4.0;5.0;4.0;5.0;1.0;16.0;0;5
303;5.0;4.0;4.0;3.0;3.0;5.0;3.0;5.0;2.0;4.0;3.0;2.0;2.0;3.0;2.0;2.0;3.0;2.0;1.0;3.0;2.0;2.0;3.0;20.0;1;3
304;5.0;1.0;2.0;2.0;4.0;4.0;3.0;1.0;2.0;5.0;4.0;1.0;2.0;3.0;1.0;5.0;4.0;2.0;1.0;4.0;2.0;3.0;3.0;29.0;1;3
305;5.0;2.0;1.0;1.0;4.0;5.0;4.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;4.0;1.0;3.0;3.0;1.0;2.0;5.0;1.0;1.0;24.0;1;1
306;4.0;2.0;3.0;2.0;4.0;5.0;3.0;5.0;4.0;2.0;1.0;1.0;3.0;3.0;1.0;4.0;5.0;1.0;1.0;2.0;3.0;2.0;2.0;18.0;1;3
307;5.0;5.0;5.0;1.0;5.0;5.0;3.0;4.0;3.0;2.0;3.0;2.0;5.0;5.0;2.0;3.0;1.0;1.0;1.0;3.0;2.0;2.0;1.0;17.0;0;5
308;5.0;1.0;2.0;5.0;5.0;5.0;2.0;3.0;1.0;5.0;5.0;3.0;3.0;2.0;1.0;4.0;2.0;5.0;1.0;5.0;1.0;4.0;5.0;16.0;0;5
309;5.0;3.0;2.0;3.0;5.0;5.0;5.0;2.0;1.0;5.0;3.0;1.0;3.0;2.0;2.0;2.0;4.0;1.0;1.0;5.0;3.0;1.0;3.0;17.0;1;1
310;2.0;2.0;3.0;1.0;5.0;4.0;2.0;5.0;3.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;5.0;1.0;20.0;0;5
311;5.0;1.0;4.0;4.0;5.0;5.0;5.0;2.0;3.0;5.0;4.0;2.0;3.0;3.0;2.0;4.0;5.0;4.0;1.0;5.0;4.0;3.0;3.0;16.0;1;4
312;5.0;1.0;1.0;1.0;5.0;5.0;3.0;3.0;5.0;3.0;5.0;5.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;19.0;0;5
313;5.0;4.0;2.0;2.0;5.0;5.0;4.0;2.0;2.0;2.0;3.0;2.0;4.0;4.0;4.0;5.0;5.0;4.0;3.0;3.0;2.0;2.0;5.0;18.0;1;4
314;5.0;3.0;2.0;2.0;5.0;4.0;5.0;3.0;4.0;5.0;3.0;2.0;3.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;4.0;4.0;5.0;20.0;1;4
315;4.0;4.0;4.0;3.0;4.0;5.0;2.0;5.0;3.0;4.0;4.0;4.0;5.0;2.0;4.0;2.0;4.0;1.0;1.0;3.0;3.0;5.0;2.0;18.0;0;2
316;5.0;5.0;2.0;2.0;4.0;5.0;4.0;4.0;4.0;5.0;4.0;2.0;1.0;3.0;1.0;1.0;3.0;3.0;1.0;5.0;1.0;2.0;3.0;21.0;0;5
317;4.0;3.0;3.0;3.0;5.0;5.0;3.0;3.0;5.0;3.0;4.0;3.0;5.0;2.0;2.0;2.0;3.0;2.0;1.0;4.0;3.0;2.0;2.0;19.0;0;2
318;5.0;4.0;4.0;2.0;5.0;5.0;5.0;3.0;3.0;5.0;5.0;3.0;5.0;2.0;2.0;5.0;5.0;1.0;1.0;5.0;3.0;2.0;3.0;20.0;1;4
319;5.0;3.0;4.0;5.0;5.0;5.0;4.0;3.0;1.0;5.0;2.0;1.0;4.0;5.0;1.0;4.0;5.0;5.0;4.0;5.0;1.0;3.0;5.0;19.0;1;4
320;5.0;2.0;4.0;1.0;5.0;2.0;3.0;4.0;3.0;2.0;4.0;3.0;5.0;4.0;1.0;5.0;5.0;5.0;2.0;4.0;2.0;4.0;5.0;19.0;1;4
321;2.0;3.0;3.0;2.0;5.0;3.0;2.0;1.0;4.0;1.0;4.0;4.0;3.0;3.0;2.0;1.0;3.0;1.0;1.0;5.0;3.0;3.0;2.0;20.0;0;5
322;5.0;1.0;2.0;5.0;5.0;5.0;4.0;5.0;5.0;3.0;5.0;2.0;5.0;1.0;2.0;3.0;4.0;1.0;1.0;5.0;1.0;4.0;3.0;20.0;0;5
323;5.0;3.0;2.0;1.0;4.0;3.0;3.0;3.0;5.0;5.0;4.0;5.0;4.0;3.0;4.0;3.0;2.0;2.0;1.0;5.0;3.0;3.0;2.0;17.0;0;5
324;5.0;4.0;3.0;3.0;5.0;5.0;3.0;1.0;3.0;5.0;5.0;2.0;4.0;4.0;2.0;5.0;5.0;2.0;1.0;3.0;1.0;3.0;3.0;19.0;1;4
325;5.0;2.0;2.0;5.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;3.0;2.0;5.0;1.0;5.0;3.0;5.0;3.0;5.0;1.0;3.0;3.0;19.0;1;4
326;4.0;1.0;4.0;2.0;4.0;4.0;3.0;5.0;4.0;3.0;5.0;1.0;3.0;3.0;3.0;1.0;4.0;1.0;1.0;1.0;1.0;5.0;1.0;20.0;0;5
327;5.0;3.0;3.0;2.0;5.0;5.0;5.0;2.0;4.0;5.0;3.0;2.0;2.0;2.0;1.0;2.0;3.0;1.0;1.0;4.0;3.0;4.0;3.0;21.0;1;1
328;5.0;5.0;2.0;2.0;5.0;5.0;5.0;2.0;1.0;5.0;3.0;1.0;2.0;1.0;1.0;4.0;3.0;1.0;1.0;5.0;2.0;2.0;4.0;20.0;1;1
329;5.0;5.0;1.0;1.0;5.0;5.0;5.0;1.0;1.0;5.0;5.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;5.0;3.0;2.0;2.0;20.0;1;1
330;5.0;1.0;3.0;4.0;5.0;5.0;3.0;1.0;3.0;4.0;4.0;1.0;3.0;5.0;4.0;5.0;5.0;4.0;3.0;3.0;1.0;3.0;4.0;17.0;1;4
331;5.0;3.0;3.0;4.0;5.0;5.0;3.0;4.0;4.0;5.0;4.0;3.0;3.0;5.0;4.0;2.0;3.0;5.0;1.0;5.0;2.0;5.0;4.0;25.0;0;2
332;5.0;4.0;2.0;2.0;5.0;4.0;3.0;2.0;1.0;5.0;2.0;1.0;3.0;4.0;1.0;2.0;4.0;5.0;1.0;3.0;4.0;3.0;2.0;20.0;1;1
333;5.0;1.0;1.0;3.0;5.0;4.0;3.0;4.0;3.0;5.0;4.0;2.0;5.0;5.0;3.0;5.0;4.0;1.0;1.0;1.0;1.0;3.0;5.0;21.0;1;4
334;5.0;4.0;2.0;1.0;5.0;5.0;5.0;2.0;4.0;5.0;4.0;2.0;4.0;2.0;2.0;2.0;4.0;1.0;2.0;5.0;5.0;2.0;2.0;21.0;1;1
335;5.0;3.0;3.0;3.0;5.0;5.0;4.0;2.0;1.0;4.0;5.0;1.0;1.0;2.0;2.0;1.0;3.0;2.0;1.0;4.0;1.0;5.0;3.0;22.0;0;2
336;5.0;4.0;4.0;4.0;2.0;3.0;3.0;1.0;1.0;4.0;2.0;1.0;2.0;5.0;1.0;5.0;5.0;1.0;1.0;1.0;1.0;2.0;4.0;19.0;1;1
337;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;4.0;4.0;3.0;1.0;1.0;4.0;4.0;3.0;1.0;3.0;3.0;5.0;4.0;25.0;0;2
338;5.0;5.0;4.0;2.0;4.0;5.0;3.0;5.0;2.0;2.0;4.0;2.0;2.0;4.0;3.0;3.0;4.0;3.0;5.0;3.0;1.0;4.0;2.0;19.0;1;3
339;5.0;5.0;5.0;3.0;5.0;5.0;5.0;1.0;1.0;5.0;3.0;1.0;2.0;4.0;3.0;4.0;5.0;2.0;1.0;3.0;5.0;3.0;3.0;25.0;1;1
340;5.0;4.0;5.0;5.0;5.0;4.0;4.0;2.0;5.0;5.0;4.0;1.0;3.0;5.0;3.0;3.0;5.0;5.0;5.0;4.0;1.0;3.0;3.0;25.0;1;4
341;5.0;2.0;2.0;4.0;5.0;4.0;4.0;3.0;3.0;4.0;4.0;2.0;2.0;5.0;1.0;3.0;5.0;4.0;4.0;5.0;2.0;2.0;2.0;21.0;1;4
342;4.0;2.0;2.0;3.0;5.0;4.0;3.0;3.0;2.0;5.0;5.0;4.0;5.0;3.0;4.0;4.0;5.0;2.0;2.0;3.0;2.0;3.0;3.0;20.0;0;2
343;4.0;3.0;3.0;3.0;4.0;4.0;4.0;3.0;3.0;4.0;3.0;2.0;4.0;2.0;1.0;4.0;3.0;1.0;1.0;4.0;2.0;1.0;4.0;24.0;1;3
344;5.0;5.0;3.0;1.0;5.0;4.0;4.0;2.0;3.0;5.0;3.0;3.0;3.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;3.0;2.0;4.0;30.0;1;3
345;5.0;2.0;1.0;1.0;5.0;3.0;1.0;5.0;5.0;2.0;3.0;4.0;5.0;2.0;3.0;1.0;2.0;1.0;1.0;5.0;1.0;3.0;1.0;21.0;0;5
346;5.0;1.0;2.0;2.0;4.0;4.0;3.0;1.0;2.0;4.0;3.0;1.0;1.0;4.0;2.0;1.0;2.0;4.0;2.0;3.0;5.0;3.0;4.0;27.0;0;3
347;5.0;3.0;2.0;2.0;5.0;3.0;2.0;5.0;5.0;3.0;3.0;3.0;4.0;1.0;1.0;3.0;5.0;1.0;1.0;5.0;1.0;5.0;1.0;21.0;0;5
348;5.0;2.0;3.0;4.0;2.0;4.0;4.0;4.0;1.0;3.0;2.0;2.0;2.0;3.0;1.0;2.0;4.0;5.0;1.0;1.0;2.0;3.0;4.0;16.0;1;3
349;5.0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;3.0;5.0;3.0;3.0;4.0;3.0;5.0;5.0;1.0;3.0;4.0;4.0;5.0;3.0;20.0;1;4
350;5.0;2.0;4.0;3.0;5.0;5.0;4.0;4.0;2.0;2.0;1.0;1.0;5.0;5.0;3.0;5.0;4.0;5.0;2.0;2.0;2.0;4.0;5.0;22.0;1;4
351;5.0;3.0;3.0;2.0;5.0;4.0;2.0;4.0;4.0;4.0;4.0;2.0;5.0;2.0;3.0;5.0;3.0;1.0;1.0;1.0;1.0;5.0;2.0;19.0;0;2
352;5.0;1.0;1.0;1.0;4.0;5.0;2.0;1.0;3.0;3.0;1.0;1.0;2.0;4.0;2.0;4.0;3.0;1.0;1.0;1.0;1.0;2.0;5.0;20.0;1;1
353;5.0;1.0;1.0;1.0;5.0;5.0;2.0;1.0;5.0;5.0;5.0;1.0;5.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;3.0;4.0;1.0;25.0;0;5
354;2.0;2.0;4.0;2.0;4.0;5.0;3.0;4.0;2.0;5.0;5.0;3.0;2.0;4.0;1.0;3.0;3.0;1.0;2.0;3.0;2.0;1.0;3.0;23.0;0;2
355;5.0;3.0;2.0;2.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;1.0;2.0;2.0;1.0;1.0;5.0;5.0;1.0;3.0;1.0;3.0;3.0;20.0;1;1
356;4.0;4.0;2.0;4.0;4.0;4.0;4.0;1.0;3.0;5.0;4.0;3.0;5.0;4.0;5.0;4.0;5.0;2.0;3.0;3.0;2.0;2.0;3.0;20.0;1;4
357;5.0;3.0;3.0;4.0;5.0;5.0;5.0;5.0;1.0;5.0;3.0;1.0;1.0;1.0;1.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;3.0;21.0;1;1
358;5.0;3.0;3.0;5.0;5.0;5.0;3.0;2.0;4.0;5.0;4.0;2.0;4.0;4.0;4.0;4.0;5.0;1.0;3.0;3.0;3.0;3.0;5.0;19.0;1;4
359;5.0;1.0;1.0;4.0;4.0;5.0;5.0;2.0;3.0;5.0;5.0;1.0;3.0;3.0;2.0;3.0;4.0;5.0;1.0;1.0;1.0;4.0;5.0;21.0;1;1
360;5.0;4.0;2.0;3.0;5.0;5.0;5.0;3.0;2.0;2.0;1.0;5.0;1.0;2.0;1.0;3.0;3.0;2.0;2.0;5.0;5.0;3.0;1.0;16.0;1;1
361;5.0;4.0;1.0;1.0;5.0;5.0;1.0;5.0;5.0;5.0;5.0;5.0;3.0;1.0;1.0;1.0;1.0;5.0;1.0;5.0;1.0;5.0;1.0;20.0;0;5
362;5.0;4.0;2.0;4.0;5.0;4.0;5.0;2.0;3.0;5.0;2.0;1.0;5.0;4.0;5.0;3.0;5.0;5.0;1.0;5.0;2.0;2.0;4.0;18.0;1;4
363;5.0;1.0;1.0;1.0;2.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;4.0;4.0;3.0;5.0;3.0;1.0;1.0;2.0;1.0;1.0;3.0;21.0;1;1
364;5.0;2.0;2.0;2.0;5.0;4.0;2.0;3.0;5.0;3.0;4.0;2.0;4.0;2.0;2.0;2.0;2.0;1.0;1.0;4.0;3.0;4.0;2.0;21.0;0;5
365;5.0;3.0;2.0;3.0;5.0;4.0;4.0;3.0;2.0;4.0;4.0;1.0;4.0;5.0;3.0;5.0;5.0;1.0;5.0;1.0;1.0;5.0;4.0;18.0;0;2
366;5.0;4.0;2.0;1.0;5.0;5.0;4.0;1.0;3.0;5.0;4.0;1.0;1.0;5.0;1.0;5.0;5.0;1.0;1.0;1.0;5.0;1.0;4.0;19.0;1;1
367;5.0;1.0;5.0;1.0;5.0;3.0;1.0;3.0;4.0;1.0;3.0;2.0;4.0;4.0;4.0;2.0;2.0;1.0;1.0;4.0;1.0;4.0;3.0;18.0;0;5
368;5.0;1.0;2.0;1.0;5.0;5.0;4.0;3.0;1.0;3.0;3.0;1.0;1.0;2.0;2.0;5.0;5.0;1.0;1.0;3.0;3.0;3.0;5.0;18.0;1;1
369;5.0;3.0;3.0;4.0;3.0;2.0;2.0;2.0;5.0;4.0;5.0;2.0;3.0;5.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;5.0;4.0;23.0;1;2
370;5.0;1.0;3.0;2.0;5.0;5.0;1.0;2.0;3.0;5.0;5.0;1.0;5.0;3.0;5.0;5.0;3.0;1.0;1.0;1.0;2.0;2.0;4.0;20.0;1;1
371;5.0;2.0;2.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;5.0;3.0;3.0;5.0;3.0;1.0;5.0;2.0;4.0;4.0;5.0;18.0;1;4
372;5.0;4.0;2.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;4.0;4.0;2.0;2.0;4.0;2.0;2.0;5.0;5.0;5.0;5.0;28.0;1;4
373;5.0;1.0;3.0;3.0;4.0;4.0;1.0;1.0;1.0;4.0;4.0;1.0;2.0;4.0;2.0;4.0;5.0;1.0;2.0;1.0;3.0;5.0;3.0;24.0;1;3
374;5.0;3.0;4.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;3.0;4.0;2.0;5.0;5.0;1.0;1.0;5.0;5.0;3.0;5.0;21.0;1;4
375;5.0;1.0;3.0;4.0;4.0;4.0;2.0;3.0;3.0;4.0;4.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;4.0;22.0;1;3
376;5.0;2.0;3.0;5.0;5.0;4.0;3.0;4.0;2.0;5.0;5.0;1.0;3.0;4.0;1.0;5.0;4.0;1.0;5.0;1.0;1.0;4.0;5.0;19.0;0;2
377;5.0;3.0;2.0;2.0;5.0;4.0;5.0;3.0;1.0;5.0;3.0;1.0;2.0;3.0;3.0;5.0;3.0;5.0;2.0;3.0;5.0;2.0;4.0;18.0;1;1
378;5.0;2.0;4.0;3.0;5.0;5.0;4.0;4.0;3.0;4.0;5.0;2.0;4.0;3.0;2.0;5.0;5.0;2.0;1.0;5.0;1.0;3.0;3.0;19.0;1;4
379;4.0;3.0;3.0;3.0;5.0;5.0;3.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;2.0;2.0;4.0;1.0;1.0;1.0;2.0;5.0;4.0;19.0;0;2
380;5.0;3.0;3.0;3.0;4.0;4.0;2.0;3.0;3.0;2.0;4.0;4.0;5.0;5.0;4.0;4.0;5.0;5.0;1.0;3.0;1.0;5.0;3.0;20.0;0;2
381;5.0;2.0;2.0;2.0;5.0;4.0;3.0;3.0;2.0;2.0;5.0;1.0;3.0;2.0;4.0;3.0;4.0;1.0;1.0;1.0;3.0;4.0;2.0;19.0;1;3
382;5.0;4.0;3.0;3.0;5.0;4.0;1.0;4.0;3.0;2.0;5.0;4.0;5.0;3.0;2.0;3.0;4.0;1.0;1.0;5.0;2.0;4.0;3.0;18.0;0;2
383;5.0;2.0;1.0;1.0;4.0;4.0;3.0;2.0;2.0;3.0;2.0;1.0;2.0;2.0;1.0;1.0;4.0;1.0;1.0;2.0;3.0;2.0;4.0;18.0;1;3
384;4.0;2.0;3.0;2.0;4.0;5.0;4.0;4.0;3.0;4.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;4.0;2.0;4.0;2.0;19.0;0;3
385;5.0;4.0;3.0;1.0;5.0;4.0;5.0;2.0;2.0;5.0;4.0;1.0;1.0;5.0;2.0;5.0;4.0;1.0;4.0;1.0;4.0;5.0;2.0;18.0;1;1
386;5.0;4.0;2.0;2.0;5.0;5.0;3.0;3.0;4.0;2.0;3.0;2.0;4.0;3.0;2.0;2.0;5.0;1.0;1.0;5.0;3.0;1.0;1.0;19.0;0;5
387;5.0;3.0;3.0;3.0;5.0;5.0;4.0;2.0;3.0;3.0;3.0;2.0;4.0;4.0;3.0;3.0;4.0;2.0;1.0;3.0;4.0;3.0;3.0;19.0;1;3
388;5.0;3.0;4.0;4.0;5.0;5.0;4.0;3.0;3.0;5.0;4.0;3.0;2.0;2.0;3.0;2.0;3.0;5.0;2.0;4.0;4.0;4.0;4.0;18.0;1;4
389;4.0;3.0;3.0;3.0;4.0;4.0;2.0;5.0;4.0;3.0;2.0;1.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;2.0;3.0;18.0;1;3
390;5.0;2.0;5.0;4.0;5.0;4.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;5.0;4.0;3.0;4.0;1.0;2.0;4.0;1.0;3.0;3.0;19.0;1;3
391;5.0;4.0;2.0;3.0;5.0;5.0;5.0;3.0;1.0;5.0;3.0;1.0;4.0;2.0;3.0;4.0;4.0;1.0;1.0;5.0;5.0;3.0;2.0;20.0;1;1
392;4.0;4.0;2.0;1.0;5.0;5.0;1.0;3.0;3.0;1.0;3.0;1.0;1.0;4.0;2.0;1.0;3.0;3.0;1.0;3.0;1.0;2.0;1.0;19.0;0;5
393;3.0;1.0;1.0;1.0;4.0;4.0;4.0;1.0;1.0;3.0;5.0;1.0;5.0;4.0;5.0;5.0;5.0;4.0;5.0;1.0;1.0;3.0;5.0;26.0;1;1
394;5.0;4.0;1.0;2.0;5.0;5.0;4.0;3.0;3.0;4.0;3.0;2.0;3.0;3.0;3.0;4.0;5.0;1.0;1.0;1.0;3.0;3.0;4.0;19.0;1;4
395;5.0;2.0;3.0;3.0;5.0;5.0;4.0;2.0;1.0;5.0;4.0;1.0;2.0;2.0;1.0;5.0;3.0;1.0;1.0;1.0;2.0;3.0;5.0;19.0;1;1
396;5.0;2.0;2.0;1.0;5.0;5.0;3.0;5.0;3.0;5.0;5.0;1.0;3.0;1.0;2.0;5.0;2.0;1.0;1.0;4.0;5.0;5.0;1.0;22.0;0;5
397;5.0;3.0;2.0;3.0;4.0;4.0;4.0;2.0;4.0;3.0;5.0;3.0;3.0;3.0;2.0;1.0;3.0;1.0;1.0;5.0;1.0;4.0;4.0;20.0;0;5
398;5.0;3.0;3.0;2.0;5.0;5.0;5.0;1.0;1.0;5.0;3.0;1.0;1.0;3.0;2.0;4.0;5.0;1.0;1.0;5.0;3.0;3.0;4.0;28.0;1;1
399;5.0;2.0;3.0;3.0;5.0;5.0;4.0;2.0;1.0;5.0;4.0;1.0;2.0;2.0;1.0;5.0;3.0;1.0;1.0;1.0;2.0;3.0;5.0;19.0;1;1
400;4.0;3.0;5.0;4.0;5.0;5.0;4.0;2.0;2.0;5.0;4.0;1.0;3.0;4.0;3.0;3.0;5.0;5.0;1.0;1.0;5.0;2.0;2.0;21.0;1;1
401;5.0;3.0;3.0;2.0;5.0;5.0;5.0;1.0;1.0;5.0;3.0;1.0;1.0;3.0;2.0;2.0;5.0;3.0;2.0;5.0;4.0;2.0;3.0;19.0;1;1
402;5.0;5.0;5.0;1.0;5.0;5.0;1.0;2.0;2.0;1.0;4.0;2.0;5.0;3.0;5.0;2.0;2.0;1.0;1.0;5.0;1.0;4.0;2.0;22.0;0;5
403;5.0;2.0;2.0;2.0;5.0;5.0;3.0;5.0;5.0;2.0;4.0;2.0;3.0;5.0;3.0;1.0;3.0;2.0;2.0;3.0;1.0;4.0;1.0;19.0;0;5
404;5.0;5.0;1.0;1.0;1.0;5.0;5.0;5.0;1.0;5.0;5.0;1.0;5.0;5.0;1.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;5.0;18.0;1;1
